,0,1,2,0_syllables,1_syllables,2_syllables,label
111853,should have a second, window so you can return,your messed up coffee,5,7,5,window
111859,I refuse to let, my guard down and wear my heart,on my sleeve this time,5,7,5,time
111890,Honestly can't wait, to be in Utah Friday,night and Saturday,5,7,5,night
111892,I watched The Evil, Dead for the first time tonight,Fucking crazy man,5,7,5,time
111894,It's either they make, a baby making song or,sleep enhancing song,5,7,5,song
111894,It's either they make, a baby making song or,sleep enhancing song,5,7,5,song
111899,Don't give it away, Oh please tell me Why must we,face such a hard time,5,7,5,time
111902,I've cried every, night of summer so far PLEASE,SOMEONE GET ME DRUNK,4,7,5,night
111902,I've cried every, night of summer so far PLEASE,SOMEONE GET ME DRUNK,4,7,5,summer
111902,I've cried every, night of summer so far PLEASE,SOMEONE GET ME DRUNK,5,7,5,night
111902,I've cried every, night of summer so far PLEASE,SOMEONE GET ME DRUNK,5,7,5,summer
111918,Multiple cups of, coffee in one day let's you,know it's finals week,5,7,5,day
111919,If it wasn't for, weed I would of lost my mind,a long time ago,5,7,5,time
111929,Best song to listen, to while working out is Shake,it Metro Station,5,7,5,song
111930,Only Valerie, and I decide to get drunk,on a Sunday night,5,7,5,night
111954,ok I have to, stop drinking for at least one,day I want to die,5,7,5,day
111957,Finally here huh, And just what time do you think,it is exactly,5,7,5,time
111959,I wanna go to, Seattle again My stay,was too short last time,5,7,5,time
111969,Patriot fans been, talking the whole time now they,don't wanna hear it,5,7,5,time
111977,I'm trying paint and, finish everything in my,house by Sunday night,4,7,5,house
111977,I'm trying paint and, finish everything in my,house by Sunday night,4,7,5,night
111977,I'm trying paint and, finish everything in my,house by Sunday night,5,7,5,house
111977,I'm trying paint and, finish everything in my,house by Sunday night,5,7,5,night
111978,Calling it a day, I still have few hours for,my Sunday rest day,5,6,5,day
111978,Calling it a day, I still have few hours for,my Sunday rest day,5,6,5,day
111978,Calling it a day, I still have few hours for,my Sunday rest day,5,7,5,day
111978,Calling it a day, I still have few hours for,my Sunday rest day,5,7,5,day
111981,More time spreading love, less time telling people to,join you'll religion,5,7,5,time
111981,More time spreading love, less time telling people to,join you'll religion,5,7,5,time
112003,Thor must be also, the God of Partying lol,happy new year Jay,5,7,5,year
112020,First time in Nashville, and the band on Wednesday night,MADE MY TRIP THANK YOU,5,7,5,time
112020,First time in Nashville, and the band on Wednesday night,MADE MY TRIP THANK YOU,5,7,5,night
112022,okay is the phrase, it be like that or it be,that way please settle,5,7,5,way
112029,Someone just said that, my dog is perfect Y'all I,felt that in my soul,5,7,5,dog
112053,Something just set my, van alarm off great I'll be,on edge all night now,5,7,5,night
112068,I love watching your, videos so much but not,all straights are this way,5,7,5,way
112069,Productive day now, it's time for some yoga to,relax my mental,5,7,5,day
112069,Productive day now, it's time for some yoga to,relax my mental,5,7,5,time
112074,Single cause I ain't, settling We gonna get,a good one this time,5,6,5,time
112074,Single cause I ain't, settling We gonna get,a good one this time,5,7,5,time
112075,I ain't never had, nobody have me the way,i had them on foe,5,7,5,way
112076,down by the seaside, might be my favorite song,by led zeppelin,5,6,5,song
112076,down by the seaside, might be my favorite song,by led zeppelin,5,7,5,song
112079,Murray saw Fleury, got a shutout last night so,he wanted one too,5,7,5,night
112082,I'm also tired, of that i prefer a good,pool or the river,5,7,5,river
112085,Chilling all day with, someone and not getting bored,or irritated,5,7,5,day
112094,Mother Nature in, North Carolina like y'all,want snow or pollen,5,7,5,snow
112097,human brain sleep you're, tired monkey brain no sun,still out must awake,5,7,5,sun
112106,Today is gonna, be a slow news day I might,as well get shit done,5,7,5,day
112115,Hate early morning, classes but i have to work,in the evenings so,5,7,5,morning
112116,I haven't left my, bed all day today I don't,regret it one bit,5,7,5,day
112123,You a unneeded, got damn disruptive problem,in the got damn way,5,7,5,way
112127,It's Saturday night, and I'm at the gym instead,of out at the club,5,7,5,night
112131,I love that summer, just after dark damp grass wood,smoke smell It's good shit,5,7,5,summer
112131,I love that summer, just after dark damp grass wood,smoke smell It's good shit,5,7,5,grass
112138,I can't believe the, time of being divided,as fans has arrived,5,7,5,time
112142,Mid week tomorrow, okay time I need you to,SLOW DOWN a bit Thanks,5,7,5,time
112148,Unbelievable, this happens twice in one day,Second half bull shit,5,7,5,day
112152,ave Wow Thank you, I sure appreciate this,You just made my day,5,7,5,day
112156,The judgement I've long, been waiting for Tomorrow,is a fateful day,5,7,5,day
112168,Tonight is going, to be my first two a day,ever Any tips,5,7,5,day
112178,The most important, day of a marriage is not,the first but the last,5,7,5,day
112181,Excuse me mother, nature it is NOT winter,yet Go home your drunk,5,7,5,mother
112181,Excuse me mother, nature it is NOT winter,yet Go home your drunk,5,7,5,winter
112181,Excuse me mother, nature it is NOT winter,yet Go home your drunk,5,7,5,home
112188,Sometimes I want to, transfer other days I don't,might as well go home,5,7,5,home
112237,the night alters my, perception of everything,it's so disturbing,5,7,5,night
112243,Way to stay classy, Orlando throwing cans and,bottles on the field,5,7,5,way
112246,everything's kinda, shitty falling apart but,my dog isn't so,5,7,5,dog
112250,been feeling lazy, all day i just wanna sleep,the entire day,5,7,5,day
112250,been feeling lazy, all day i just wanna sleep,the entire day,5,7,5,day
112257,First time I've even, touched a controller in days,Can't stand being sick,5,7,5,time
112264,I need to limit, my free time at the house I,eat too many chips,5,7,5,time
112264,I need to limit, my free time at the house I,eat too many chips,5,7,5,house
112271,really wish I was, back over there to cuddle,why did I come home,5,7,5,home
112274,If i could furnish, and decorate homes all day,id be happy LOL,5,7,5,day
112274,If i could furnish, and decorate homes all day,id be happy LOL,5,7,6,day
112278,Whenever Issa, storm the dog get to crying,like Issa coochie,5,7,5,dog
112286,Every year when, its my birthday i drunk the,whole bottle of wine,4,7,5,year
112286,Every year when, its my birthday i drunk the,whole bottle of wine,5,7,5,year
112289,I'm ready to go, home I miss my sisters and,my niece and my weed,5,7,5,home
112291,TIP Beat Blue Monday, by a new one's way more if,they're complete dick mate,5,7,5,way
112306,I don't ever see, anyone when I'm home and,that shit makes me mad,5,7,5,home
112310,Garfield you naughty, grease monkey you drive me wild,like wrench in the night,5,7,5,night
112318,This sun better have, the same energy during,my annual leave,5,7,5,sun
112319,how many shows will, I go to next year I am,only one woman,5,8,5,year
112319,how many shows will, I go to next year I am,only one woman,5,7,5,year
112332,By Sylvain will miss, seeing you at the pointy,end of the races,5,7,5,end
112333,zion ripping his, pants in front of me was the,high light of my night,5,7,5,light
112333,zion ripping his, pants in front of me was the,high light of my night,5,7,5,night
112334,There's nothing wrong with, taking some time to figure,things out for yourself,5,7,5,time
112337,So the grind begins, once again Hope you guys stick,with me till the end,5,7,5,end
112339,be my rose growing, in the cold be my light in,the window at home,5,7,5,light
112339,be my rose growing, in the cold be my light in,the window at home,5,7,5,window
112339,be my rose growing, in the cold be my light in,the window at home,5,7,5,home
112351,good morning Just rolled, out of bed to be first at,the polls before work,5,7,5,morning
112358,woke up this morning, and had a fight with someone,about teresa,5,7,5,morning
112364,Evening all I'm back, day went time to chill later,that's Friday done with,5,7,5,day
112364,Evening all I'm back, day went time to chill later,that's Friday done with,5,7,5,time
112366,Well today started, off on a good foot let's keep,it waking that way,5,7,5,way
112371,sorry i can't go, out with u my mom says we,have feelings at home,5,7,5,home
112374,What are you kidding, me field day I'm here alone,I Got a Woman,5,7,5,day
112380,it's crazy folks can't, even say what they want way,too old for the games,5,7,5,way
112386,SAD NEWS Veteran, journalist Ian Boyne passed,away this morning,4,7,5,morning
112386,SAD NEWS Veteran, journalist Ian Boyne passed,away this morning,5,7,5,morning
112387,food is the reason, I both love and hate coming,to my sisters house,5,7,5,house
112396,justin timberlake, never made a bad song in,his career never,5,7,5,song
112426,Surprised that I'm this, tired this early I guess,it's time to knockout,5,7,5,time
112428,I took my twitter, off of night mode and I feel,like a new woman,5,7,5,night
112431,Taylor went home and, real life forgot about me,like wow Fuck you too,5,7,5,home
112435,Lemme go ahead, and finish this last night of,procrastinating,5,7,5,night
112456,Every time I, see Post Malone trend I hope,it's because he died,4,7,5,time
112456,Every time I, see Post Malone trend I hope,it's because he died,5,7,5,time
112467,Great to hear Ryan, Thanks for taking the time to,let us know Thanks EH,5,7,5,time
112467,Great to hear Ryan, Thanks for taking the time to,let us know Thanks EH,5,7,6,time
112471,Memories do not, always soften with time some,grow edges like knives,5,7,5,time
112472,i still listen to, Worlds almost every day,i have a problem,5,6,5,day
112472,i still listen to, Worlds almost every day,i have a problem,5,7,5,day
112484,my day will consist, of sleeping facing a blunt,and dying at work,5,7,5,day
112488,starting off the new, year with sickness I believe,but hey that's okay,5,7,5,year
112497,Nice seeing you last, night I'll keep trying Tue Wed,next week Take care x,5,6,5,night
112497,Nice seeing you last, night I'll keep trying Tue Wed,next week Take care x,5,7,5,night
112498,Adult problems I, have no food in my fridge A,seamless night it is,5,7,5,night
112500,Give Meat is Murder, esque time signatures but less,underplayed a chance,5,7,5,time
112501,Also my leggings, smell so fucking good Im just,standing here smiling,5,7,5,smell
112517,Andy Dufresne in, the rain scene in The Shawshank,Redemption movie,5,7,5,rain
112524,my dad really out, here making in a day what,I make in a week,5,7,5,day
112528,does that mean people, that do night shifts only nap,during the day p,5,7,5,night
112528,does that mean people, that do night shifts only nap,during the day p,5,7,5,day
112532,Very Beautiful, wish U all the best for the,day and in life too,5,7,5,day
112533,nobody get on, my nerves more than my mother,and my boyfriend do,5,7,5,mother
112547,Gin and tonic used, to be my drink until the,lord showed me the light,5,7,5,light
112550,Wei the Triple G, vs Canelo fight is,the same night as prom,5,7,5,night
112552,My mother really, just suggested I eat jerk,chicken with white rice,5,7,5,mother
112560,The worst possible, day ever for me to be,having a melt down,5,7,5,day
112579,I apologize, for my breakdown last night but,i mean it happens,5,7,5,night
112587,Am i the only, one that wakes up early as,shit since the time changed,5,7,5,time
112587,Am i the only, one that wakes up early as,shit since the time changed,6,7,5,time
112592,something i always, did never said good morning,back to someone lol,5,7,5,morning
112595,You ever feel like, throwing up half way through a,leg workout Cause same,5,7,5,way
112597,i am about to, get the best sleep ever in,history good NIGHT,5,7,4,night
112597,i am about to, get the best sleep ever in,history good NIGHT,5,7,5,night
112597,i am about to, get the best sleep ever in,history good NIGHT,6,7,4,night
112597,i am about to, get the best sleep ever in,history good NIGHT,6,7,5,night
112602,Merry Christmas Take, this time to focus on you,You deserve a break,5,7,5,time
112608,LOOK AT GOD waking, you dumbass up now go do,something with the day,5,7,5,day
112632,Also my Call Me, By Your Name download just got,done Gay movie night,5,7,5,night
112635,Ever since that deer, ran into my car last year,I've been traumatized,5,7,5,year
112639,Every time I, ask the smallest thing You get,mad Or just ignore,4,7,5,time
112639,Every time I, ask the smallest thing You get,mad Or just ignore,5,7,5,time
112642,hottest thing when u, wash u car as u go pon,di road rain go fall,5,7,5,rain
112647,I literally, had to sing all the way to,work to keep me up,4,7,5,way
112647,I literally, had to sing all the way to,work to keep me up,5,7,5,way
112656,tragedy by drone, is such a good song i feel,like falling in love,5,7,5,song
112661,Running away from, u takes time and pain and I,don't even want to,5,7,5,time
112662,Cannot wait to be, home around people who give,a shit about me,5,7,5,home
112668,Spending my birthday, puking all day and calling,in sick to work Ugh,5,7,5,day
112676,baby baby I, feel crazy up all night all,night and everyday,5,7,5,night
112676,baby baby I, feel crazy up all night all,night and everyday,5,7,5,night
112700,I'm pretty good just, heading out to the last day,before winter break,5,7,5,day
112700,I'm pretty good just, heading out to the last day,before winter break,5,7,5,winter
112704,Winter Olympics, are boring I went to I,Tonya to prepare,5,7,5,winter
112726,didn't know how much, i could miss that phone call or,text in the morning,4,7,5,morning
112726,didn't know how much, i could miss that phone call or,text in the morning,5,7,5,morning
112727,I love staying up, late until I have to wake,up in the morning,5,7,5,morning
112739,so it goes really, is that BITCH huh well love the,best song of all time,5,7,5,song
112739,so it goes really, is that BITCH huh well love the,best song of all time,5,7,5,time
112740,They were playing the, ghostbusters theme tune in home,bargains yesterday,5,7,5,home
112743,next collection you, bet I'm buying stuff from I,can't this time sadly,5,7,5,time
112752,Shit happens in life, sometimes so quick you have no,time to think it through,5,7,5,time
112753,might fuck around and, watch the twilight series this,week for the first time,5,7,5,time
112757,i never know how, to act when a baby or,a child stares at me,5,7,5,child
112762,Late night twitter is, cruel The addiction is,unexplainable,5,6,5,night
112762,Late night twitter is, cruel The addiction is,unexplainable,5,7,5,night
112772,I feel like our, house needs another Christmas,tree so I need help,4,7,5,house
112772,I feel like our, house needs another Christmas,tree so I need help,4,7,5,tree
112772,I feel like our, house needs another Christmas,tree so I need help,5,7,5,house
112772,I feel like our, house needs another Christmas,tree so I need help,5,7,5,tree
112775,done putting all my, time effort into people,who don't do the same,5,7,5,time
112780,I really just need, to turn my phone off for the,rest of the evening,5,7,5,evening
112786,This reminds me of, the tree that beat up Harry,and Ron in the car,5,7,5,tree
112787,Going for a steam, to process news of day drain,Thirsty Thursday swamp,5,7,5,day
112790,Neighbour just told me, about naked gardening,day We both starlets,5,6,5,day
112790,Neighbour just told me, about naked gardening,day We both starlets,5,7,5,day
112817,I'm damn near over, ordering online products,the way shit been goin,5,7,5,way
112819,diego Happy, Birthday big man May your day,be filled with blessings,5,7,5,day
112822,Everybody and, they mama wanna have me,fucked up this morning,5,7,5,morning
112846,I went day drinking, with a woman twice my age,and it was a blast,5,7,5,day
112861,Most fortunately, the only discernible,smell is cooled plastic,5,7,5,smell
112898,Start my day doing, my full moon ritual and,then meditating,5,7,5,day
112898,Start my day doing, my full moon ritual and,then meditating,5,7,5,moon
112903,Jade must didn't take, a nap all day that kid is,knocked all the way out,4,7,5,day
112903,Jade must didn't take, a nap all day that kid is,knocked all the way out,4,7,5,way
112903,Jade must didn't take, a nap all day that kid is,knocked all the way out,5,7,5,day
112903,Jade must didn't take, a nap all day that kid is,knocked all the way out,5,7,5,way
112911,Advance happy new, year to all of you guys You,are all beautiful,5,7,5,year
112912,Why the hell doesn't, Apple Music have a night,mode it's way too bright,5,7,5,night
112912,Why the hell doesn't, Apple Music have a night,mode it's way too bright,5,7,5,way
112917,Tom Brady kissing, his kids is the biggest joke,of the night I can't,5,7,5,night
112918,Can someone bring me, peanut butter to my house,I will pay you please,5,7,5,house
112921,I'm always nice to, strangers you never know who,needed that that day,5,7,5,day
112924,I just realized, i haven't had anything,to eat all day yet,5,7,5,day
112926,Being awake this, early on a Saturday,morning makes me ill,5,7,5,morning
112937,if harry wears sheer, that ladies that would truly,be the end of me,5,7,5,end
112950,Coming back home to, pumpkin makes leaving Disney,so much easier,5,7,5,home
112958,Catching the replay, Liverpool Roma game cos,i passed out last night,5,7,5,night
112962,I didn't want to, kiss you goodbye I wanted,to kiss you good night,4,7,5,night
112962,I didn't want to, kiss you goodbye I wanted,to kiss you good night,5,7,5,night
112963,today my bio, teacher told us about the,time he had shingles,5,8,5,time
112963,today my bio, teacher told us about the,time he had shingles,5,7,5,time
112980,This clearly shows we, have a shit hole president,good night everyone,5,7,5,night
112989,And Happy New Year, to you and your wonderful,family also,5,7,4,year
112989,And Happy New Year, to you and your wonderful,family also,5,7,5,year
112992,He Defiantly, Making Sure His Queen Have a,Good Christmas This Year,5,7,5,year
112994,happy valentines, day to everyone except,the couples out there,5,7,5,day
112995,Operation is, done fuck the hospital I'm,ready to get home,5,7,5,home
112998,I gotta feeling, that this is not gonna be,a good day for me,5,7,5,day
112999,A humble soul is, king and many will never,see the face of light,5,7,5,light
113002,Doing a face mask, and drinking wine Best way to,spend a Sunday night,5,7,5,way
113002,Doing a face mask, and drinking wine Best way to,spend a Sunday night,5,7,5,night
113004,it is THAT satans, sacrificial blood fall time,of the month again,5,7,5,time
113011,Work Be Having Me, So Drained I Don't Be Having,Time For Anything,5,7,5,time
113023,Happy birthday sweet, girl I hope that you had the,most wonderful day,5,7,5,day
113036,I'm so tired but, I also want to watch the,first day of MAMA,5,7,5,day
113038,I literally, hate cold weather like I hate,snow I just hate it,4,7,5,snow
113038,I literally, hate cold weather like I hate,snow I just hate it,5,7,5,snow
113040,Beautiful way to, close the half Max and Yanni,have shown up big time,5,7,5,way
113040,Beautiful way to, close the half Max and Yanni,have shown up big time,5,7,5,time
113052,When the circus comes, into the house I like to,greet it with a dance,5,7,5,house
113058,Waking up to some, painful ugly ass cramps ya,I'm done for the day,5,7,5,day
113067,The people you love, last year is the people will,love you this New Year,5,7,5,year
113067,The people you love, last year is the people will,love you this New Year,5,7,5,year
113071,im not like other, girls my favorite song is,colors by halsey,5,6,5,song
113071,im not like other, girls my favorite song is,colors by halsey,5,7,5,song
113086,Today has been the, longest day ever I am,beyond exhausted,5,8,5,day
113086,Today has been the, longest day ever I am,beyond exhausted,5,7,5,day
113093,lebron the GOAT there's, no way around it the man,is phenomenal,5,7,5,way
113114,Kodak Black's Roll In, Peace the hardest hip hop song,this year That shit slaps,5,7,5,song
113114,Kodak Black's Roll In, Peace the hardest hip hop song,this year That shit slaps,5,7,5,year
113115,I've learned over the, past year to take things day by,day and push to hard,5,7,5,year
113115,I've learned over the, past year to take things day by,day and push to hard,5,7,5,day
113115,I've learned over the, past year to take things day by,day and push to hard,5,7,5,day
113115,I've learned over the, past year to take things day by,day and push to hard,6,7,5,year
113115,I've learned over the, past year to take things day by,day and push to hard,6,7,5,day
113115,I've learned over the, past year to take things day by,day and push to hard,6,7,5,day
113129,My disappointment, is immeasurable and,my day is ruined,5,7,5,day
113131,LOL Racist gangster, Trump really treated about,corruption last night,5,7,5,night
113138,I can't believe I, got banned from twitter for the,fist time in my life,5,7,5,time
113143,I love ruining, everyone's live in this house,apparently lol,5,7,5,house
113145,Maybe one day but, even one day with us is,the time of her life,5,8,5,day
113145,Maybe one day but, even one day with us is,the time of her life,5,8,5,day
113145,Maybe one day but, even one day with us is,the time of her life,5,8,5,time
113145,Maybe one day but, even one day with us is,the time of her life,5,7,5,day
113145,Maybe one day but, even one day with us is,the time of her life,5,7,5,day
113145,Maybe one day but, even one day with us is,the time of her life,5,7,5,time
113146,today was such a, rough day for me like can it,just be over please,5,7,5,day
113147,Bombardier would sell, to the Devil Bonuses,must be on the way,5,7,5,way
113149,rolls over to his, side hey guys how many stars,are there in the sky,5,7,5,sky
113150,Love waking up on, a Sunday feeling brand new,after a night out,5,7,5,night
113155,RIP Harry Stone The, most magical velvet fog,loving judge ever,5,7,5,fog
113160,I never want to, know a day this tweet doesn't,come across my feed,5,7,5,day
113162,Big birthday for me, Will on a Saturday too,just hope we're at home,5,7,5,home
113172,And me drop outta, tree and dirty and me play,football and thirsty,5,7,5,tree
113175,this cold weather has, been going on for way too,long I AM TIRED,5,7,5,way
113175,this cold weather has, been going on for way too,long I AM TIRED,5,7,6,way
113181,Your destiny gun, is the colour of the night,and had to preserve,5,7,5,night
113184,Sheesh what a stressful, ass day Need me a FAT BLUNT,and entertainment,5,7,5,day
113185,And the day after, I recommend these they start,giving me problems,5,7,5,day
113193,Away to krakow, time to ruin my life on,the local vodka,5,7,5,time
113200,The more time passes, the more I realize I,am such a sad girl,5,7,5,time
113200,The more time passes, the more I realize I,am such a sad girl,5,7,6,time
113204,Why do hospitals, have the best ice and water,Don't fight me on this,5,7,5,water
113207,This semester needs, to hurry up so i can,go home already,5,7,5,home
113214,okay this has been, with me all day so i'm just,going to say it,5,7,5,day
113223,Cut my finger last, night and got blood all over,my jeans and jacket,5,7,5,night
113229,Y'all be speaking way, out of pocket on this app,it's ridiculous,5,7,5,way
113233,Scary hours will, be blasted all year after,it drops bet on it,4,7,5,year
113233,Scary hours will, be blasted all year after,it drops bet on it,5,7,5,year
113245,I'm so tired but, it's Saturday and i ain't,staying my ass home,5,7,5,home
113247,Monday is back to, school so not ready this spring,break went by to fast,5,8,5,spring
113247,Monday is back to, school so not ready this spring,break went by to fast,5,7,5,spring
113257,Okay I need more, weed and lashes and I can,get this day started,5,7,5,day
113265,GREAT MORNING MEMPHIS, Speak something encouraging,to someone today,5,7,5,morning
113272,CT Cleaning snow on, Christmas is the last thing i,want to be doing,5,7,5,snow
113276,donald Don they are, way to classy for the old,father son fist fight,5,7,5,way
113289,Only I would come, all the way to uni to,leave my work at home,5,7,5,way
113289,Only I would come, all the way to uni to,leave my work at home,5,7,5,home
113291,welcome to kansas, where fall doesn't exist we,don't have time for it,5,7,5,time
113309,Afternoon in School, The Last Lesson a poem,by D H Lawrence,5,7,5,afternoon
113312,Can't wait to visit, California again but,this time with my man,5,7,5,time
113335,i'm gonna go waste, my time playing superstar,instead of threading,5,7,5,time
113353,i just want someone, to talk to all the time like,all day everyday,5,7,5,time
113353,i just want someone, to talk to all the time like,all day everyday,5,7,5,day
113363,Somebody kill me, n end it already i,keep remembering,5,7,4,end
113363,Somebody kill me, n end it already i,keep remembering,5,7,5,end
113367,What a mixed feeling, Wanna smile and cry at the,same time feels so weird,5,7,5,time
113369,Nothing gets you up, faster than the sound of you,sick daughter heaving,5,7,5,sound
113375,I remember when, I use to tweet all the time,that shit died down fast,5,7,5,time
113400,president Blossom, and first lady Topaz I,like the sound of that,5,7,5,sound
113403,Wasted my time on, someone that wouldn't even,go half way for me,5,7,5,time
113403,Wasted my time on, someone that wouldn't even,go half way for me,5,7,5,way
113406,okay whose taking, me to see fifty shades freed,on valentine's day,5,7,5,day
113409,I'm not getting a, house until my job or my,career is secured,5,7,5,house
113411,It's too early for, all of this I've been up since,five on the morning,5,7,5,morning
113419,So lucky to be, spoiled every day by such,a hard working man,5,6,5,day
113419,So lucky to be, spoiled every day by such,a hard working man,5,7,5,day
113435,Injuries ruined, the season all the way down,to the Super Bowl,5,7,5,way
113463,Their tears taste better, than Champagne Great beverage,for tomorrow night,5,6,5,night
113463,Their tears taste better, than Champagne Great beverage,for tomorrow night,5,7,5,night
113466,and i'm terrified, cause i know if this happens,it'll be the end,5,7,4,end
113466,and i'm terrified, cause i know if this happens,it'll be the end,5,7,5,end
113467,My three favorite, shirts My pink Ginger shirt My,cat shirt My shirt one,4,7,5,cat
113467,My three favorite, shirts My pink Ginger shirt My,cat shirt My shirt one,5,7,5,cat
113478,I wanna have my, own house already It would,b so clean n cute,5,7,5,house
113481,I really really, want things to go back to the,way they used to be,5,7,5,way
113490,Sometimes i lost the, battle but soon i will find,a new way to win,5,7,5,way
113498,Black ink AHS tonight, I hate that they come on the,same day the same time,5,7,5,day
113498,Black ink AHS tonight, I hate that they come on the,same day the same time,5,7,5,time
113514,I love my salon, even on a slow day it's,always a good day,5,7,5,day
113514,I love my salon, even on a slow day it's,always a good day,5,7,5,day
113519,pimples coming on, my face so i know what time,of the month it is,5,7,5,time
113520,a true champion, in every way Stay strong,keep up the good fight,5,6,5,way
113520,a true champion, in every way Stay strong,keep up the good fight,5,7,5,way
113521,Only just now got, transfers an hour before,we close THERE'S NO TIME,5,6,5,time
113521,Only just now got, transfers an hour before,we close THERE'S NO TIME,5,7,5,time
113528,I hate having to, be the bad guy Can't wait to,get this work day done,5,7,5,day
113534,i want let nothing, or no one get in my way,of me being great,5,7,5,way
113535,Morning started off, real shaky let's see how the,rest of my day goes,5,7,5,day
113549,If I gotta ask, for respect and your time your,not the one for me,5,7,5,time
113557,How they announce the, day of he sick lol was he,not sick yesterday,5,7,5,day
113567,good morning got up, rather unwell got a few,days rest oh sorry,5,7,5,morning
113572,Holding on I'm lost, in a haze Fighting life to,the end of my days,5,7,5,end
113581,Today's leg day then, again every other,day is squat day so,5,6,5,day
113581,Today's leg day then, again every other,day is squat day so,5,6,5,day
113581,Today's leg day then, again every other,day is squat day so,5,6,5,day
113581,Today's leg day then, again every other,day is squat day so,5,7,5,day
113581,Today's leg day then, again every other,day is squat day so,5,7,5,day
113581,Today's leg day then, again every other,day is squat day so,5,7,5,day
113582,to all the people, who say they're too busy to,spend time with others,5,7,5,time
113584,travelling to home, to the people I love the,most my family,4,7,4,home
113584,travelling to home, to the people I love the,most my family,4,7,5,home
113584,travelling to home, to the people I love the,most my family,5,7,4,home
113584,travelling to home, to the people I love the,most my family,5,7,5,home
113585,I appreciate, the rain but damn I don't like,it when it's this cold,5,7,5,rain
113594,Opal House has me, wanting to redecorate,my entire house,5,7,5,house
113598,Seriously when, I start watching The Sound of,Music I can't stop,5,7,5,sound
113613,Yay happy new year, I'm getting ready for some,cam time Come see me,5,7,5,year
113613,Yay happy new year, I'm getting ready for some,cam time Come see me,5,7,5,time
113615,Every day I, see a larger example,of idiocy,4,7,5,day
113615,Every day I, see a larger example,of idiocy,5,7,5,day
113617,On my healthy shit, all the way bout to drop a,few pounds excited,5,7,5,way
113623,Arsenal are shit, and we didn't beat them one,time this season Wow,5,6,5,time
113623,Arsenal are shit, and we didn't beat them one,time this season Wow,5,7,5,time
113627,I love harry so, much i hope he is having,an amazing day,5,7,5,day
113628,Fighting at stupid, o'clock like we ain't going,drink all day and night,5,7,5,day
113628,Fighting at stupid, o'clock like we ain't going,drink all day and night,5,7,5,night
113636,Anyone know if, any summer art programs,that are cool to take,5,7,5,summer
113641,Why is the dollar, van playing the Electric,Slide this morning Lol,5,7,5,morning
113650,The wizards talked all, that heat about John wall and,can't create offense,5,7,5,heat
113655,me telling you how, i feel nah im good last time,i did that they left,5,7,5,time
113666,Guest from London on, his way to a wedding near,Lands End On his bike,5,7,5,way
113666,Guest from London on, his way to a wedding near,Lands End On his bike,5,7,5,end
113668,But then again I, am just going to sit in,an office all day,5,8,5,day
113668,But then again I, am just going to sit in,an office all day,5,7,5,day
113670,Advil saved my life, and my mood today I need,a life time supply,5,7,5,time
113673,Music drowns me and, saves me at the same time it,sounds crazy I know,5,7,5,time
113681,I stopped going to, shopping every other,day and I'm so glad,5,6,5,day
113681,I stopped going to, shopping every other,day and I'm so glad,5,7,5,day
113703,cannot wait to fight, you and beat the coward out,of you to this song,5,7,5,song
113711,Someone please tell me, why i have the urge to just,go sit in this storm,5,7,5,storm
113713,Perhaps the way it, works out if one is always,at least in some word,5,7,5,way
113717,Never wanted a, holiday so bad in my,life just need some sun,5,7,5,sun
113720,every time i, see u falling i get down,on my knees and pray,4,7,5,time
113720,every time i, see u falling i get down,on my knees and pray,5,7,5,time
113725,She's kissing his NECK, That's it I'm throwing my phone,out of the window,5,7,5,window
113733,Record Of The Year, Newcomer Best Male Female,Album Of The Year,5,7,5,year
113733,Record Of The Year, Newcomer Best Male Female,Album Of The Year,5,7,5,year
113739,what an amazing, night of live music check them,out for the next show,5,7,5,night
113754,My Saturday night, consists of wine and AHS what,more could I ask for,5,7,5,night
113756,Yass early finish, time to go home watch tv,and try get better,5,9,5,time
113756,Yass early finish, time to go home watch tv,and try get better,5,9,5,home
113756,Yass early finish, time to go home watch tv,and try get better,5,7,5,time
113756,Yass early finish, time to go home watch tv,and try get better,5,7,5,home
113757,happy i went to, a pumpkin patch haunted house,carved pumpkins this year,5,7,5,house
113757,happy i went to, a pumpkin patch haunted house,carved pumpkins this year,5,7,5,year
113758,Never begin the, day until it is finished,on paper Jim Rohn,5,7,5,day
113764,People on here be, all talk when they talking bout,money since last year,5,7,5,year
113783,Frank ocean to fall, asleep to is the perfect,way to end the night,5,7,5,way
113783,Frank ocean to fall, asleep to is the perfect,way to end the night,5,7,5,night
113786,I wanna get my, hair done so bad but the way,my funds are set up,5,7,5,way
113792,If it were being, prepared by a renowned chef,would you eat a dog,5,7,5,dog
113795,today is my b, day LOL LOL LOL LOL LOL LOL,LOL yea parity,5,7,5,day
113796,Switching from day mode, to night mode in twitter feels,like a whole new app,5,7,5,day
113796,Switching from day mode, to night mode in twitter feels,like a whole new app,5,7,5,night
113803,maybe jake paul was, right maybe it really is,every day bro,5,7,4,day
113803,maybe jake paul was, right maybe it really is,every day bro,5,7,5,day
113805,Guys Latin night at, wrigley is the place to go,on a Saturday,5,7,5,night
113812,Hey stop watching non, sense video nicole You're,just wasting your time,5,7,5,time
113827,another Bad day, at the office for Boris,Johnson in Moscow,5,7,5,day
113828,Yo so my uber, had a wax pen and we got,boxed the car last night,5,7,5,night
